"site_code","year","exp_duration","trt","trait","mean_control","mean_trt","sd_control","sd_trt","se_control","se_trt","n_control","n_trt"
"hopl.us",2011,4,"N","lma",55.8835347351951,51.1108404748041,31.3336585861486,32.5176228049772,10.4445528620495,11.4967157967329,9,8
"hopl.us",2011,4,"P","lma",55.8835347351951,37.4955505157015,31.3336585861486,34.601456435521,10.4445528620495,11.5338188118403,9,9
"hopl.us",2011,4,"NP","lma",55.8835347351951,76.1847690844514,31.3336585861486,14.9743898633749,10.4445528620495,4.99146328779164,9,9
"kiny.au",2011,4,"N","lma",991.973805829794,602.458597991483,680.978255866389,323.309720684296,226.992751955463,107.769906894765,9,9
"kiny.au",2011,4,"P","lma",991.973805829794,1719.81366863242,680.978255866389,1741.50630348388,226.992751955463,658.227512238533,9,7
"kiny.au",2011,4,"NP","lma",991.973805829794,981.886006330825,680.978255866389,667.995008911206,226.992751955463,236.171900299941,9,8
"konz.us",2011,4,"N","lma",102.9574284042,87.4922058475322,59.1516760481677,29.9843265633797,19.7172253493892,9.99477552112657,9,9
"konz.us",2011,4,"P","lma",102.9574284042,86.3380049720563,59.1516760481677,12.0805643472965,19.7172253493892,4.27112448526691,9,8
"konz.us",2011,4,"NP","lma",102.9574284042,86.951904753612,59.1516760481677,26.9922296535623,19.7172253493892,9.54319431368924,9,8
"lancaster.uk",2011,3,"N","lma",39.0971926597728,46.8900215991582,6.0503321429292,13.3211131389222,2.0167773809764,4.44037104630741,9,9
"lancaster.uk",2011,3,"P","lma",39.0971926597728,44.3667539258823,6.0503321429292,9.53329943912498,2.0167773809764,3.37053034024359,9,8
"lancaster.uk",2011,3,"NP","lma",39.0971926597728,43.9613967364247,6.0503321429292,7.88089050640213,2.0167773809764,2.62696350213404,9,9
"look.us",2011,4,"N","lma",130.284539945624,28.0893523675607,288.076791548354,5.0951227769948,96.0255971827845,1.69837425899827,9,9
"look.us",2011,4,"P","lma",130.284539945624,110.308795447773,288.076791548354,204.889724536092,96.0255971827845,68.2965748453639,9,9
"look.us",2011,4,"NP","lma",130.284539945624,188.226299346781,288.076791548354,322.827023557738,96.0255971827845,107.609007852579,9,9
"mcla.us",2011,4,"N","lma",89.7640860155294,90.7791604380629,38.8514857253394,30.7581587852794,12.9504952417798,10.2527195950931,9,9
"mcla.us",2011,4,"P","lma",89.7640860155294,84.8012852003299,38.8514857253394,42.381418141219,12.9504952417798,14.1271393804063,9,9
"mcla.us",2011,4,"NP","lma",89.7640860155294,92.4467960556134,38.8514857253394,33.9753923287611,12.9504952417798,11.3251307762537,9,9
"mtca.au",2011,3,"N","lma",205.093159784902,190.751759404901,117.720936550582,161.843118087228,31.4622437016023,46.7200838970747,14,12
"mtca.au",2011,3,"P","lma",205.093159784902,666.412487131658,117.720936550582,1872.47725728222,31.4622437016023,468.119314320555,14,16
"mtca.au",2011,3,"NP","lma",205.093159784902,157.369140384438,117.720936550582,102.49308140187,31.4622437016023,24.1578509613223,14,18
"sage.us",2011,4,"N","lma",49.9015931937375,47.8223922581988,14.8317879991073,12.8584852814432,4.94392933303578,4.28616176048105,9,9
"sage.us",2011,4,"P","lma",49.9015931937375,42.8389303166549,14.8317879991073,16.4174588847436,4.94392933303578,5.47248629491452,9,9
"sage.us",2011,4,"NP","lma",49.9015931937375,35.6545252345399,14.8317879991073,14.6383702811596,4.94392933303578,4.87945676038653,9,9
"saline.us",2011,4,"N","lma",89.8216032091094,77.9144656032862,24.7391259267155,19.0304628847966,8.74660185170423,7.19283887537382,8,7
"saline.us",2011,4,"P","lma",89.8216032091094,88.3626767839689,24.7391259267155,26.9527973637035,8.74660185170423,10.1871998516967,8,7
"saline.us",2011,4,"NP","lma",89.8216032091094,95.9957743123171,24.7391259267155,40.4931676642678,8.74660185170423,14.3164967235638,8,8
"sgs.us",2011,4,"N","lma",112.498954930323,104.163185415113,18.7545540297917,16.4297568361466,6.25151800993057,5.80879623604264,9,8
"sgs.us",2011,4,"P","lma",112.498954930323,108.453841650724,18.7545540297917,7.71966760764886,6.25151800993057,3.15154110377191,9,6
"sgs.us",2011,4,"NP","lma",112.498954930323,104.186396897762,18.7545540297917,14.7072352749399,6.25151800993057,4.90241175831332,9,9
"shps.us",2011,4,"N","lma",66.7175876976118,49.7789138265332,22.7810631032768,21.8740170695251,10.1880011397279,8.26760133427791,5,7
"shps.us",2011,4,"P","lma",66.7175876976118,61.5651895646286,22.7810631032768,18.8499193052062,10.1880011397279,7.12459981645871,5,7
"shps.us",2011,4,"NP","lma",66.7175876976118,52.1252486618682,22.7810631032768,24.7519311646442,10.1880011397279,8.75112918699127,5,8
"sier.us",2011,4,"N","lma",73.5462425059558,71.3253478088842,25.4792963733294,29.0508714304114,8.49309879110981,11.859968597951,9,6
"sier.us",2011,4,"P","lma",73.5462425059558,74.3751456241397,25.4792963733294,26.5285400977312,8.49309879110981,9.37925529904247,9,8
"sier.us",2011,4,"NP","lma",73.5462425059558,65.7560009556096,25.4792963733294,27.0766482957885,8.49309879110981,11.0539953782469,9,6
"smith.us",2011,4,"N","lma",92.5268610833785,77.995826707488,34.8713375840195,35.9755753286365,11.6237791946732,12.7192866359832,9,8
"smith.us",2011,4,"P","lma",92.5268610833785,96.137526207237,34.8713375840195,44.1322684143297,11.6237791946732,14.7107561381099,9,9
"smith.us",2011,4,"NP","lma",92.5268610833785,93.7240440201592,34.8713375840195,34.9748261468385,11.6237791946732,12.365468369625,9,8
"summ.za",2012,2,"N","lma",507.682262692344,497.131202521154,354.28316756608,364.313187247171,102.272741081815,115.205945333647,12,10
"summ.za",2012,2,"P","lma",507.682262692344,452.323957352251,354.28316756608,347.898218599203,102.272741081815,104.895259666054,12,11
"summ.za",2012,2,"NP","lma",507.682262692344,303.069773403798,354.28316756608,298.938067227833,102.272741081815,99.6460224092777,12,9
"unc.us",2011,4,"N","lma",86.6980574825605,71.0297072814552,58.5631275932896,14.4279549297142,19.5210425310965,4.80931830990473,9,9
"unc.us",2011,4,"P","lma",86.6980574825605,58.0270773045131,58.5631275932896,21.7483825266787,19.5210425310965,7.24946084222624,9,9
"unc.us",2011,4,"NP","lma",86.6980574825605,57.5179861476366,58.5631275932896,21.0353526907917,19.5210425310965,6.65196258878533,9,10
"valm.ch",2011,3,"N","lma",88.691363417306,83.5992620626797,46.6394891760203,44.4201536427584,10.1775709296756,10.1906821465965,21,19
"valm.ch",2011,3,"P","lma",88.691363417306,84.5285946365608,46.6394891760203,37.0258617022357,10.1775709296756,8.07970542483151,21,21
"valm.ch",2011,3,"NP","lma",88.691363417306,74.6781251782245,46.6394891760203,22.8738308451438,10.1775709296756,5.1147440675573,21,20
"bldr.us",2011,3,"N","nmass",1.97039335425,2.9191660182,0.197092195197914,0.826353972285074,0.0985460975989569,0.369556731101281,4,5
"bldr.us",2011,3,"P","nmass",1.97039335425,2.32828069183333,0.197092195197914,1.07904344505718,0.0985460975989569,0.440517641780829,4,6
"bldr.us",2011,3,"NP","nmass",1.97039335425,2.827250021,0.197092195197914,0.233199794911264,0.0985460975989569,0.134637964366984,4,3
"bnch.us",2011,4,"N","nmass",3.77171478033333,3.610887938,1.49421534270138,0.808637729339511,0.498071780900459,0.28589661096963,9,8
"bnch.us",2011,4,"P","nmass",3.77171478033333,3.78024913611111,1.49421534270138,1.29424310502223,0.498071780900459,0.431414368340744,9,9
"bnch.us",2011,4,"NP","nmass",3.77171478033333,4.25361705266667,1.49421534270138,1.06464214022956,0.498071780900459,0.354880713409854,9,9
"bogong.au",2011,2,"N","nmass",2.0826693235,2.11414341836364,0.912614044636149,0.699108266743224,0.263448982168457,0.210789073511179,12,11
"bogong.au",2011,2,"P","nmass",2.0826693235,2.24797977308333,0.912614044636149,0.931258743165128,0.263448982168457,0.26883124302579,12,12
"bogong.au",2011,2,"NP","nmass",2.0826693235,2.50955247809091,0.912614044636149,0.667504739883593,0.263448982168457,0.201260251634332,12,11
"burrawan.au",2011,3,"N","nmass",1.9178075905,2.04225182669231,0.893744188565018,0.741859853607579,0.258001723927338,0.205754903183872,12,13
"burrawan.au",2011,3,"P","nmass",1.9178075905,1.81418091716667,0.893744188565018,0.972761012465216,0.258001723927338,0.280811916201983,12,12
"burrawan.au",2011,3,"NP","nmass",1.9178075905,2.15912704375,0.893744188565018,0.756764350616923,0.258001723927338,0.218459050770897,12,12
"cbgb.us",2012,3,"N","nmass",1.47659496233333,2.49589178144444,0.444505129922935,0.705657948561998,0.148168376640978,0.235219316187333,9,9
"cbgb.us",2012,3,"P","nmass",1.47659496233333,1.73020832633333,0.444505129922935,0.509434464736167,0.148168376640978,0.169811488245389,9,9
"cbgb.us",2012,3,"NP","nmass",1.47659496233333,2.471302073,0.444505129922935,0.872611450947828,0.148168376640978,0.290870483649276,9,9
"comp.pt",2014,2,"N","nmass",1.98691704923077,2.67499785225,0.941937850517676,0.805806549305759,0.261246555257063,0.40290327465288,13,4
"comp.pt",2014,2,"P","nmass",1.98691704923077,1.53537625725,0.941937850517676,0.580283555151991,0.261246555257063,0.290141777575996,13,4
"comp.pt",2014,2,"NP","nmass",1.98691704923077,2.1061934246,0.941937850517676,0.673159248515833,0.261246555257063,0.301045967872815,13,5
"cowi.ca",2011,4,"N","nmass",3.72129442011111,4.00417738833333,1.48772632557768,1.54666310268542,0.495908775192561,0.631422567594858,9,6
"cowi.ca",2011,4,"P","nmass",3.72129442011111,5.103487619125,1.48772632557768,1.94354102421752,0.495908775192561,0.687145518869229,9,8
"cowi.ca",2011,4,"NP","nmass",3.72129442011111,4.80835774522222,1.48772632557768,1.96785387242204,0.495908775192561,0.655951290807347,9,9
"elliot.us",2011,3,"N","nmass",2.96431247211111,2.900292565375,0.458448879543256,0.375388725537666,0.152816293181085,0.13271995670433,9,8
"elliot.us",2011,3,"P","nmass",2.96431247211111,2.64099703842857,0.458448879543256,0.5414109127633,0.152816293181085,0.204634090324025,9,7
"elliot.us",2011,3,"NP","nmass",2.96431247211111,2.93565260333333,0.458448879543256,0.565114775677813,0.152816293181085,0.188371591892604,9,9
"frue.ch",2011,3,"N","nmass",2.86892333325,2.94409049288889,0.800763931894522,0.405265923716281,0.28311280318611,0.13508864123876,8,9
"frue.ch",2011,3,"P","nmass",2.86892333325,2.6536844076,0.800763931894522,0.856870081185071,0.28311280318611,0.270966111539822,8,10
"frue.ch",2011,3,"NP","nmass",2.86892333325,3.460291999,0.800763931894522,1.26672275067293,0.28311280318611,0.422240916890977,8,9
"gilb.za",2012,2,"N","nmass",1.61403270955556,1.9041124627,0.739427771846396,0.712367697810916,0.246475923948798,0.225270445661304,9,10
"gilb.za",2012,2,"P","nmass",1.61403270955556,1.98791587388889,0.739427771846396,0.843822377529507,0.246475923948798,0.281274125843169,9,9
"gilb.za",2012,2,"NP","nmass",1.61403270955556,2.11806695533333,0.739427771846396,0.875115034562033,0.246475923948798,0.291705011520678,9,9
"hopl.us",2011,4,"N","nmass",2.39934926344444,2.68823843271429,0.613196524978338,0.946449039181094,0.204398841659446,0.357724112324172,9,7
"hopl.us",2011,4,"P","nmass",2.39934926344444,2.85918164311111,0.613196524978338,1.38936357396179,0.204398841659446,0.463121191320598,9,9
"hopl.us",2011,4,"NP","nmass",2.39934926344444,2.246471107,0.613196524978338,0.617887731481503,0.204398841659446,0.205962577160501,9,9
"kiny.au",2011,4,"N","nmass",3.08737808933333,3.42654660844444,1.0845995816923,1.20099361364692,0.361533193897432,0.400331204548974,9,9
"kiny.au",2011,4,"P","nmass",3.08737808933333,3.29452873057143,1.0845995816923,1.29460575245957,0.361533193897432,0.489314980983095,9,7
"kiny.au",2011,4,"NP","nmass",3.08737808933333,3.722953188,1.0845995816923,1.54524657087614,0.361533193897432,0.54632716443589,9,8
"konz.us",2011,4,"N","nmass",1.50491274075,1.4188028655,0.311962380773618,0.231408598890005,0.155981190386809,0.1636305895,4,2
"konz.us",2011,4,"P","nmass",1.50491274075,1.2593187075,0.311962380773618,0.00586393966275108,0.155981190386809,0.00414643150000005,4,2
"konz.us",2011,4,"NP","nmass",1.50491274075,1.73632787966667,0.311962380773618,0.447306094854154,0.155981190386809,0.258252294274206,4,3
"lancaster.uk",2011,3,"N","nmass",4.82844137711111,4.56178290744444,0.734792540833086,0.596489083660095,0.244930846944362,0.198829694553365,9,9
"lancaster.uk",2011,3,"P","nmass",4.82844137711111,3.72091353522222,0.734792540833086,1.05494189278317,0.244930846944362,0.351647297594389,9,9
"lancaster.uk",2011,3,"NP","nmass",4.82844137711111,5.03257879777778,0.734792540833086,1.02916289967455,0.244930846944362,0.343054299891517,9,9
"look.us",2011,4,"N","nmass",4.70386804311111,5.24113295022222,0.732351726027998,0.679801708716994,0.244117242009333,0.226600569572331,9,9
"look.us",2011,4,"P","nmass",4.70386804311111,4.69194339744444,0.732351726027998,0.825617873908232,0.244117242009333,0.275205957969411,9,9
"look.us",2011,4,"NP","nmass",4.70386804311111,5.52495159766667,0.732351726027998,0.853740803336646,0.244117242009333,0.284580267778882,9,9
"mcla.us",2011,4,"N","nmass",2.68308635588889,3.540143871,0.775050512036176,0.8182506465205,0.258350170678725,0.272750215506833,9,9
"mcla.us",2011,4,"P","nmass",2.68308635588889,3.08045102011111,0.775050512036176,1.05998627524552,0.258350170678725,0.353328758415175,9,9
"mcla.us",2011,4,"NP","nmass",2.68308635588889,3.22106489255556,0.775050512036176,1.29867871393337,0.258350170678725,0.432892904644458,9,9
"mtca.au",2011,3,"N","nmass",3.01225257725,3.560649816875,0.884818210822979,1.14784845602565,0.312830478495138,0.405825713515123,8,8
"mtca.au",2011,3,"P","nmass",3.01225257725,2.7058002075,0.884818210822979,0.935911429804365,0.312830478495138,0.295961180636659,8,10
"mtca.au",2011,3,"NP","nmass",3.01225257725,3.09806909481818,0.884818210822979,1.35870188345194,0.312830478495138,0.409664031759935,8,11
"sage.us",2011,4,"N","nmass",4.2826878022,3.86614243166667,1.28190816190823,1.04702532902191,0.573286758187723,0.349008443007302,5,9
"sage.us",2011,4,"P","nmass",4.2826878022,3.4792214768,1.28190816190823,0.787637264470973,0.573286758187723,0.352242092993815,5,5
"sage.us",2011,4,"NP","nmass",4.2826878022,4.33566489175,1.28190816190823,1.69604693786529,0.573286758187723,0.848023468932645,5,4
"saline.us",2011,4,"N","nmass",1.359,1.999,0.203646752981726,NA,0.144,NA,2,1
"saline.us",2011,4,"P","nmass",1.359,1.692,0.203646752981726,NA,0.144,NA,2,1
"saline.us",2011,4,"NP","nmass",1.359,2.3955,0.203646752981726,0.993485027567099,0.144,0.7025,2,2
"sgs.us",2011,4,"N","nmass",2.34679353033333,3.171358381625,0.352262096122557,0.377353579937579,0.117420698707519,0.133414637639441,9,8
"sgs.us",2011,4,"P","nmass",2.34679353033333,2.31226128333333,0.352262096122557,0.291858604046249,0.117420698707519,0.119150776159051,9,6
"sgs.us",2011,4,"NP","nmass",2.34679353033333,3.15526994833333,0.352262096122557,0.636419046013175,0.117420698707519,0.212139682004392,9,9
"shps.us",2011,4,"N","nmass",3.37298401125,3.63370424985714,1.24818811526356,0.561116308750344,0.624094057631778,0.212082029933707,4,7
"shps.us",2011,4,"P","nmass",3.37298401125,2.09916776914286,1.24818811526356,0.667609929412743,0.624094057631778,0.252332835146215,4,7
"shps.us",2011,4,"NP","nmass",3.37298401125,3.5466254885,1.24818811526356,0.61478440399373,0.624094057631778,0.217359110515848,4,8
"sier.us",2011,4,"N","nmass",2.770268426,3.31877526466667,0.833840618206607,0.879615795339866,0.277946872735536,0.359101644712512,9,6
"sier.us",2011,4,"P","nmass",2.770268426,3.036827116875,0.833840618206607,1.04757450188561,0.277946872735536,0.370373517040718,9,8
"sier.us",2011,4,"NP","nmass",2.770268426,3.57711006383333,0.833840618206607,0.961892206217767,0.277946872735536,0.392690848798917,9,6
"smith.us",2011,4,"N","nmass",1.38972045011111,2.044954334875,0.290632939652602,0.429156283552282,0.0968776465508673,0.151729659144318,9,8
"smith.us",2011,4,"P","nmass",1.38972045011111,1.71930674633333,0.290632939652602,0.790830213306939,0.0968776465508673,0.263610071102313,9,9
"smith.us",2011,4,"NP","nmass",1.38972045011111,2.04713004525,0.290632939652602,0.379675498447637,0.0968776465508673,0.134235559801353,9,8
"summ.za",2012,2,"N","nmass",1.31448411691667,1.6419863472,0.246439167631709,0.281469160048293,0.0711408598855173,0.0890083636847074,12,10
"summ.za",2012,2,"P","nmass",1.31448411691667,1.52863620327273,0.246439167631709,0.586508806487358,0.0711408598855173,0.176839058850703,12,11
"summ.za",2012,2,"NP","nmass",1.31448411691667,1.90649323066667,0.246439167631709,0.833260626038715,0.0711408598855173,0.277753542012905,12,9
"unc.us",2011,4,"N","nmass",1.57420577533333,3.30430557833333,0.279728452849651,0.91261225534433,0.0932428176165504,0.304204085114777,9,9
"unc.us",2011,4,"P","nmass",1.57420577533333,2.41857029677778,0.279728452849651,0.584075717243813,0.0932428176165504,0.194691905747938,9,9
"unc.us",2011,4,"NP","nmass",1.57420577533333,3.7427955745,0.279728452849651,0.784297950422232,0.0932428176165504,0.248016788753607,9,10
"valm.ch",2011,3,"N","nmass",2.91891828933333,4.30921773284211,0.936577568593514,1.02371043972407,0.204377981060832,0.234855281800253,21,19
"valm.ch",2011,3,"P","nmass",2.91891828933333,3.18490808695238,0.936577568593514,1.2359700576855,0.204377981060832,0.269710778382987,21,21
"valm.ch",2011,3,"NP","nmass",2.91891828933333,3.77927685375,0.936577568593514,0.853331976694242,0.204377981060832,0.190810830726259,21,20
"bldr.us",2011,3,"N","narea",7.74265424376249,7.29068029232941,5.53992034357207,5.27401256312881,2.76996017178603,2.35861012106878,4,5
"bldr.us",2011,3,"P","narea",7.74265424376249,8.06142576469504,5.53992034357207,4.57289244084532,2.76996017178603,1.86687552145022,4,6
"bldr.us",2011,3,"NP","narea",7.74265424376249,6.2673905868199,5.53992034357207,2.49384009174628,2.76996017178603,1.43981924828559,4,3
"bnch.us",2011,4,"N","narea",30.1492896847921,8.33825069927221,61.9921499141039,15.5819417617314,20.664049971368,5.50904834188707,9,8
"bnch.us",2011,4,"P","narea",30.1492896847921,6.45149475362175,61.9921499141039,8.37121134512592,20.664049971368,2.95967015444215,9,8
"bnch.us",2011,4,"NP","narea",30.1492896847921,5.69541262921806,61.9921499141039,5.65755374894462,20.664049971368,1.88585124964821,9,9
"bogong.au",2011,2,"N","narea",3.06835760413195,4.01505816955913,1.07599108913856,3.21157693189433,0.310611872479892,0.968326878950388,12,11
"bogong.au",2011,2,"P","narea",3.06835760413195,3.11002301927162,1.07599108913856,1.51653973848216,0.310611872479892,0.437787313124719,12,12
"bogong.au",2011,2,"NP","narea",3.06835760413195,2.9535633479227,1.07599108913856,0.932706133782938,0.310611872479892,0.281221480492821,12,11
"burrawan.au",2011,3,"N","narea",2.7305804201562,3.57267583346088,0.63242470409858,1.8524842875443,0.182565286576742,0.513786698902488,12,13
"burrawan.au",2011,3,"P","narea",2.7305804201562,2.80531263263616,0.63242470409858,0.907490174300438,0.182565286576742,0.261969848209649,12,12
"burrawan.au",2011,3,"NP","narea",2.7305804201562,3.45119118817485,0.63242470409858,1.0023921396889,0.182565286576742,0.289365685841475,12,12
"cbgb.us",2012,3,"N","narea",1.22296369257708,1.74726132611776,0.793788609295432,1.61380728031873,0.264596203098477,0.537935760106244,9,9
"cbgb.us",2012,3,"P","narea",1.22296369257708,2.24763277168349,0.793788609295432,2.08943624425079,0.264596203098477,0.696478748083597,9,9
"cbgb.us",2012,3,"NP","narea",1.22296369257708,1.78377325232168,0.793788609295432,1.52945711299342,0.264596203098477,0.509819037664473,9,9
"comp.pt",2014,2,"N","narea",0.870411340607081,1.17692059782982,0.310043097266117,0.118700849919516,0.0859904834458964,0.0593504249597578,13,4
"comp.pt",2014,2,"P","narea",0.870411340607081,0.811674187726952,0.310043097266117,0.324750997750964,0.0859904834458964,0.162375498875482,13,4
"comp.pt",2014,2,"NP","narea",0.870411340607081,1.1469163581485,0.310043097266117,0.626231041524735,0.0859904834458964,0.28005903569396,13,5
"cowi.ca",2011,4,"N","narea",4.01962009517145,2.2749063070111,5.25499383507206,0.42013473742124,1.75166461169069,0.171519288316705,9,6
"cowi.ca",2011,4,"P","narea",4.01962009517145,3.24838005865171,5.25499383507206,1.27563455440598,1.75166461169069,0.482144542108417,9,7
"cowi.ca",2011,4,"NP","narea",4.01962009517145,2.77148764368803,5.25499383507206,0.601338804920775,1.75166461169069,0.200446268306925,9,9
"elliot.us",2011,3,"N","narea",1.57548629257299,1.47838574289976,0.615499765700205,0.238364710625871,0.205166588566735,0.0842746516395611,9,8
"elliot.us",2011,3,"P","narea",1.57548629257299,1.42259611124314,0.615499765700205,0.107257834827138,0.205166588566735,0.04053965101655,9,7
"elliot.us",2011,3,"NP","narea",1.57548629257299,1.67847060737873,0.615499765700205,0.392350457875922,0.205166588566735,0.130783485958641,9,9
"frue.ch",2011,3,"N","narea",4.63862034210344,5.61824030836831,2.81838422355571,4.55836908662669,1.06524910779375,1.61162684615243,7,8
"frue.ch",2011,3,"P","narea",4.63862034210344,3.90399473648464,2.81838422355571,6.20921311057666,1.06524910779375,1.96352559068012,7,10
"frue.ch",2011,3,"NP","narea",4.63862034210344,1.84807338919469,2.81838422355571,0.854073794222648,1.06524910779375,0.284691264740883,7,9
"gilb.za",2012,2,"N","narea",7.83597587530726,10.0361105840792,13.0954332590223,13.8093765355098,4.3651444196741,4.36690829190962,9,10
"gilb.za",2012,2,"P","narea",7.83597587530726,10.4659447372326,13.0954332590223,14.0177502153741,4.3651444196741,4.67258340512471,9,9
"gilb.za",2012,2,"NP","narea",7.83597587530726,9.22932449428932,13.0954332590223,14.9611086126174,4.3651444196741,4.98703620420579,9,9
"hopl.us",2011,4,"N","narea",1.35417637395095,1.5816280825621,0.855915241794595,1.08425014806656,0.285305080598198,0.409808035824154,9,7
"hopl.us",2011,4,"P","narea",1.35417637395095,1.14205257992921,0.855915241794595,1.13769102893497,0.285305080598198,0.379230342978324,9,9
"hopl.us",2011,4,"NP","narea",1.35417637395095,1.67404131885176,0.855915241794595,0.395694320330204,0.285305080598198,0.131898106776735,9,9
"kiny.au",2011,4,"N","narea",26.4217284785818,19.1557373321477,11.3553622057384,8.55242308281927,3.78512073524612,2.85080769427309,9,9
"kiny.au",2011,4,"P","narea",26.4217284785818,67.3904580344562,11.3553622057384,97.0251640471777,3.78512073524612,36.6720649977254,9,7
"kiny.au",2011,4,"NP","narea",26.4217284785818,33.6200476239656,11.3553622057384,19.7806636332353,3.78512073524612,6.99352069571542,9,8
"konz.us",2011,4,"N","narea",1.9231617546325,1.79556202453186,0.936213069547258,0.268119735086619,0.468106534773629,0.189589282849689,4,2
"konz.us",2011,4,"P","narea",1.9231617546325,1.15450836303132,0.936213069547258,0.00155806981511797,0.468106534773629,0.00110172173183198,4,2
"konz.us",2011,4,"NP","narea",1.9231617546325,1.99837789760806,0.936213069547258,0.399828284070457,0.468106534773629,0.230840967437705,4,3
"lancaster.uk",2011,3,"N","narea",1.89815987338147,2.10840210221729,0.444318416280952,0.527724142983172,0.148106138760317,0.175908047661057,9,9
"lancaster.uk",2011,3,"P","narea",1.89815987338147,1.78737775967699,0.444318416280952,0.351286531347607,0.148106138760317,0.124198544227697,9,8
"lancaster.uk",2011,3,"NP","narea",1.89815987338147,2.19408085586269,0.444318416280952,0.525516406394392,0.148106138760317,0.175172135464797,9,9
"look.us",2011,4,"N","narea",6.95618416313653,1.44450530036565,16.2921130106997,0.120037499652104,5.4307043368999,0.0400124998840348,9,9
"look.us",2011,4,"P","narea",6.95618416313653,5.90280361731618,16.2921130106997,12.3391034769272,5.4307043368999,4.11303449230906,9,9
